pair,task,method,method_family,window,ratio_or_scale,n,score_mean,budget_mean,query_budget_mean,run_dir
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_recency,receiver_recency,16,0.3,150,0.366667,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.3_0709_0738
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_recency,receiver_recency,16,0.5,150,0.373333,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_recency/receiver_recency_w16_r0.5_0709_0851
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_recency,receiver_recency,8,0.3,150,0.393333,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.3_0709_0713
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_recency,receiver_recency,8,0.5,150,0.386667,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_recency/receiver_recency_w8_r0.5_0709_0824
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.3,150,0.38,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0709_0730
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,16,0.5,150,0.386667,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0709_0842
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.3,150,0.36,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0709_0704
pair7_qwen25_uncensored_bespoke,multifieldqa_en,receiver_x_value_norm,receiver_x_value_norm,8,0.5,150,0.426667,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0709_0816
pair7_qwen25_uncensored_bespoke,multifieldqa_en,value_norm,value_norm,,0.3,150,0.08,0.325001,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_value_norm/value_norm_r0.3_0709_0634
pair7_qwen25_uncensored_bespoke,multifieldqa_en,value_norm,value_norm,,0.5,150,0.233333,0.517868,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/multifieldqa_en/mtc_value_norm/value_norm_r0.5_0709_0747
pair7_qwen25_uncensored_bespoke,musique,random,random,,0.3,500,0.08,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_random/random_r0.3_0709_0346
pair7_qwen25_uncensored_bespoke,musique,random,random,,0.5,500,0.144,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_random/random_r0.5_0709_0517
pair7_qwen25_uncensored_bespoke,musique,receiver,receiver,16,0.3,500,0.298,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver/receiver_w16_r0.3_0709_0436
pair7_qwen25_uncensored_bespoke,musique,receiver,receiver,16,0.5,500,0.318,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver/receiver_w16_r0.5_0709_0602
pair7_qwen25_uncensored_bespoke,musique,receiver,receiver,8,0.3,500,0.288,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver/receiver_w8_r0.3_0709_0401
pair7_qwen25_uncensored_bespoke,musique,receiver,receiver,8,0.5,500,0.338,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver/receiver_w8_r0.5_0709_0530
pair7_qwen25_uncensored_bespoke,musique,receiver_recency,receiver_recency,16,0.3,500,0.286,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_recency/receiver_recency_w16_r0.3_0709_0457
pair7_qwen25_uncensored_bespoke,musique,receiver_recency,receiver_recency,16,0.5,500,0.336,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_recency/receiver_recency_w16_r0.5_0709_0623
pair7_qwen25_uncensored_bespoke,musique,receiver_recency,receiver_recency,8,0.3,500,0.286,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_recency/receiver_recency_w8_r0.3_0709_0423
pair7_qwen25_uncensored_bespoke,musique,receiver_recency,receiver_recency,8,0.5,500,0.322,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_recency/receiver_recency_w8_r0.5_0709_0551
pair7_qwen25_uncensored_bespoke,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.3,500,0.314,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.3_0709_0446
pair7_qwen25_uncensored_bespoke,musique,receiver_x_value_norm,receiver_x_value_norm,16,0.5,500,0.324,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w16_r0.5_0709_0613
pair7_qwen25_uncensored_bespoke,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.3,500,0.324,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.3_0709_0412
pair7_qwen25_uncensored_bespoke,musique,receiver_x_value_norm,receiver_x_value_norm,8,0.5,500,0.342,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_receiver_x_value_norm/receiver_x_value_norm_w8_r0.5_0709_0540
pair7_qwen25_uncensored_bespoke,musique,value_norm,value_norm,,0.3,500,0.144,0.324937,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_value_norm/value_norm_r0.3_0709_0333
pair7_qwen25_uncensored_bespoke,musique,value_norm,value_norm,,0.5,500,0.3,0.517829,,snapshots/score_function_ablation/pair7_qwen25_uncensored_bespoke/musique/mtc_value_norm/value_norm_r0.5_0709_0508
