paper_table,pair_id,pair_slug,dataset,method,method_dir,run_name,window,ratio_or_budget,budget_mode,coverage_tau,coverage_scale,score,protocol_version,query_sketch_mode,avg_budget,n_samples,status,timestamp,model_a,model_b,root,run_dir,log_path,per_sample_path
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_evict,fairness_evict,evict_r0.35_0715_1639,0,0.35,uniform,,,0.35,query_agnostic_kv_v1,bf16,0.3703149049999999,200,done,0715_1639,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.35_0715_1639,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.35_0715_1639/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.35_0715_1639/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_evict,fairness_evict,evict_r0.40_0715_1641,0,0.4,uniform,,,0.385,query_agnostic_kv_v1,bf16,0.4187554450000002,200,done,0715_1641,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.40_0715_1641,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.40_0715_1641/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.40_0715_1641/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_evict,fairness_evict,evict_r0.50_0715_1643,0,0.5,uniform,,,0.41,query_agnostic_kv_v1,bf16,0.5156160900000001,200,done,0715_1643,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.50_0715_1643,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.50_0715_1643/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.50_0715_1643/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_evict,fairness_evict,evict_r0.60_0715_1645,0,0.6,uniform,,,0.41,query_agnostic_kv_v1,bf16,0.6124945549999999,200,done,0715_1645,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.60_0715_1645,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.60_0715_1645/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_evict/evict_r0.60_0715_1645/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.10_0715_1648,0,0.1,uniform,,,0.21,query_agnostic_kv_v1,bf16,0.12813062500000003,200,done,0715_1648,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.10_0715_1648,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.10_0715_1648/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.10_0715_1648/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.15_0715_1650,0,0.15,uniform,,,0.23,query_agnostic_kv_v1,bf16,0.17656473500000003,200,done,0715_1650,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.15_0715_1650,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.15_0715_1650/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.15_0715_1650/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.20_0715_1652,0,0.2,uniform,,,0.29,query_agnostic_kv_v1,bf16,0.2249944400000001,200,done,0715_1652,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.20_0715_1652,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.20_0715_1652/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.20_0715_1652/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.25_0715_1655,0,0.25,uniform,,,0.31,query_agnostic_kv_v1,bf16,0.2734358549999996,200,done,0715_1655,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.25_0715_1655,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.25_0715_1655/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.25_0715_1655/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.30_0715_1657,0,0.3,uniform,,,0.31,query_agnostic_kv_v1,bf16,0.32187672000000006,200,done,0715_1657,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.30_0715_1657,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.30_0715_1657/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.30_0715_1657/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.35_0715_1659,0,0.35,uniform,,,0.305,query_agnostic_kv_v1,bf16,0.3703149049999999,200,done,0715_1659,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.35_0715_1659,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.35_0715_1659/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.35_0715_1659/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.40_0715_1701,0,0.4,uniform,,,0.305,query_agnostic_kv_v1,bf16,0.4187554450000002,200,done,0715_1701,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.40_0715_1701,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.40_0715_1701/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.40_0715_1701/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.50_0715_1703,0,0.5,uniform,,,0.385,query_agnostic_kv_v1,bf16,0.5156160900000001,200,done,0715_1703,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.50_0715_1703,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.50_0715_1703/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.50_0715_1703/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_random,fairness_random,random_r0.60_0715_1706,0,0.6,uniform,,,0.39,query_agnostic_kv_v1,bf16,0.6124945549999999,200,done,0715_1706,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.60_0715_1706,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.60_0715_1706/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_random/random_r0.60_0715_1706/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.10_0715_1607,8,0.1,uniform,,,0.395,query_sketch_bf16_v1,bf16,0.12813062500000003,200,done,0715_1607,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.10_0715_1607,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.10_0715_1607/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.10_0715_1607/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.15_0715_1609,8,0.15,uniform,,,0.415,query_sketch_bf16_v1,bf16,0.17656473500000003,200,done,0715_1609,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.15_0715_1609,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.15_0715_1609/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.15_0715_1609/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.20_0715_1611,8,0.2,uniform,,,0.405,query_sketch_bf16_v1,bf16,0.2249944400000001,200,done,0715_1611,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.20_0715_1611,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.20_0715_1611/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.20_0715_1611/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.25_0715_1614,8,0.25,uniform,,,0.4,query_sketch_bf16_v1,bf16,0.2734358549999996,200,done,0715_1614,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.25_0715_1614,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.25_0715_1614/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.25_0715_1614/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.30_0715_1616,8,0.3,uniform,,,0.41,query_sketch_bf16_v1,bf16,0.32187672000000006,200,done,0715_1616,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.30_0715_1616,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.30_0715_1616/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.30_0715_1616/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.35_0715_1619,8,0.35,uniform,,,0.43,query_sketch_bf16_v1,bf16,0.3703149049999999,200,done,0715_1619,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.35_0715_1619,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.35_0715_1619/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.35_0715_1619/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.40_0715_1621,8,0.4,uniform,,,0.415,query_sketch_bf16_v1,bf16,0.4187554450000002,200,done,0715_1621,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.40_0715_1621,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.40_0715_1621/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.40_0715_1621/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.50_0715_1623,8,0.5,uniform,,,0.415,query_sketch_bf16_v1,bf16,0.5156160900000001,200,done,0715_1623,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.50_0715_1623,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.50_0715_1623/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.50_0715_1623/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,twowikimqa,fairness_rekv,fairness_rekv,rekv_w8_r0.60_0715_1626,8,0.6,uniform,,,0.415,query_sketch_bf16_v1,bf16,0.6124945549999999,200,done,0715_1626,/NAS/models/Llama-3.1-8B-Instruct,/NAS/models/Llama-3.1-8B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.60_0715_1626,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.60_0715_1626/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/twowikimqa/fairness_rekv/rekv_w8_r0.60_0715_1626/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,B-ReKV,coverage,cov_t0.95_s0.75_w8_0715_1725,8,,coverage,0.95,0.75,0.53,query_sketch_bf16_v1,bf16,0.27457085,200,done,0715_1725,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/coverage/cov_t0.95_s0.75_w8_0715_1725,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/coverage/cov_t0.95_s0.75_w8_0715_1725/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/coverage/cov_t0.95_s0.75_w8_0715_1725/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.10_0715_1716,0,0.1,uniform,,,0.445,query_agnostic_kv_v1,bf16,0.21221224999999994,200,done,0715_1716,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.10_0715_1716,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.10_0715_1716/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.10_0715_1716/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.15_0715_1717,0,0.15,uniform,,,0.445,query_agnostic_kv_v1,bf16,0.21235984499999994,200,done,0715_1717,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.15_0715_1717,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.15_0715_1717/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.15_0715_1717/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.20_0715_1717,0,0.2,uniform,,,0.455,query_agnostic_kv_v1,bf16,0.22872310999999995,200,done,0715_1717,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.20_0715_1717,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.20_0715_1717/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.20_0715_1717/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.25_0715_1718,0,0.25,uniform,,,0.47,query_agnostic_kv_v1,bf16,0.27697837,200,done,0715_1718,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.25_0715_1718,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.25_0715_1718/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.25_0715_1718/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.30_0715_1718,0,0.3,uniform,,,0.52,query_agnostic_kv_v1,bf16,0.32664266999999975,200,done,0715_1718,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.30_0715_1718,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.30_0715_1718/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.30_0715_1718/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.35_0715_1719,0,0.35,uniform,,,0.52,query_agnostic_kv_v1,bf16,0.3724487799999999,200,done,0715_1719,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.35_0715_1719,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.35_0715_1719/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.35_0715_1719/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.40_0715_1719,0,0.4,uniform,,,0.505,query_agnostic_kv_v1,bf16,0.42168596500000066,200,done,0715_1719,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.40_0715_1719,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.40_0715_1719/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.40_0715_1719/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.50_0715_1720,0,0.5,uniform,,,0.53,query_agnostic_kv_v1,bf16,0.5182822150000007,200,done,0715_1720,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.50_0715_1720,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.50_0715_1720/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.50_0715_1720/per_sample.jsonl
unknown,,full_matched_budget_fairness_query_sketch,countries,fairness_evict,fairness_evict,evict_r0.60_0715_1720,0,0.6,uniform,,,0.565,query_agnostic_kv_v1,bf16,0.614028295000001,200,done,0715_1720,/NAS/models/Llama-3.2-3B-Instruct,/NAS/models/Llama-3.2-3B-Instruct,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.60_0715_1720,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.60_0715_1720/log.log,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.60_0715_1720/per_sample.jsonl
