pair,task,kind,method,window,ratio,n,score,actual_budget,budget_std,protocol_version,query_sketch_mode,path,coverage_achieved,coverage_satisfied_layer_ratio,tau,scale
pair1_llama31_same,tmath,fairness_random,Random,,0.3,300,0.3483116333333335,0.321835726666667,0.0013759696995218464,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/fairness_random/random_r0.30_0716_0157,nan,nan,,
pair1_llama31_same,tmath,fairness_random,Random,,0.35,300,0.3474867900000002,0.3702063333333333,0.0013176878867084403,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/fairness_random/random_r0.35_0716_0217,nan,nan,,
pair1_llama31_same,tmath,fairness_random,Random,,0.4,300,0.3483347599999999,0.4187397933333335,0.001347156940882083,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/fairness_random/random_r0.40_0716_0238,nan,nan,,
pair1_llama31_same,tmath,fairness_random,Random,,0.5,300,0.35731748,0.5156143666666663,0.001634117971272478,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/fairness_random/random_r0.50_0716_0258,nan,nan,,
pair1_llama31_same,tmath,fairness_random,Random,,0.6,300,0.35617918000000015,0.612510206666667,0.0013471569408820808,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/fairness_random/random_r0.60_0716_0319,nan,nan,,
pair1_llama31_same,tmath,coverage,B-ReKV,8,,300,0.35593849666666655,0.2648429900000001,0.024051898118726767,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair1_llama31_same/tmath/coverage/cov_t0.95_s0.75_w8_0716_0340,0.9282471766666669,0.0032258000000000005,0.95,0.75
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.1,200,0.445,0.21221224999999994,0.008244677105890939,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.10_0715_1710,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.15,200,0.45,0.21235984499999994,0.007416146693524492,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.15_0715_1712,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.2,200,0.485,0.22872310999999995,0.004298580436229352,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.20_0715_1712,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.25,200,0.49,0.27697837,0.004620262725360611,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.25_0715_1713,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.3,200,0.52,0.32664266999999975,0.00417492606272808,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.30_0715_1713,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.35,200,0.53,0.3724487799999999,0.004051439853438543,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.35_0715_1714,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.4,200,0.555,0.42168596500000066,0.004123774042737145,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.40_0715_1715,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.5,200,0.565,0.5182822150000007,0.005257571281272685,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.50_0715_1715,nan,nan,,
pair2_llama32_same,countries,fairness_rekv,ReKV,8,0.6,200,0.58,0.614028295000001,0.004123707412279061,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_rekv/rekv_w8_r0.60_0715_1716,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.1,200,0.445,0.21221224999999994,0.008244677105890939,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.10_0715_1716,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.15,200,0.445,0.21235984499999994,0.007416146693524492,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.15_0715_1717,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.2,200,0.455,0.22872310999999995,0.004298580436229352,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.20_0715_1717,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.25,200,0.47,0.27697837,0.004620262725360611,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.25_0715_1718,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.3,200,0.52,0.32664266999999975,0.00417492606272808,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.30_0715_1718,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.35,200,0.52,0.3724487799999999,0.004051439853438543,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.35_0715_1719,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.4,200,0.505,0.42168596500000066,0.004123774042737145,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.40_0715_1719,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.5,200,0.53,0.5182822150000007,0.005257571281272685,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.50_0715_1720,nan,nan,,
pair2_llama32_same,countries,fairness_evict,ValueNorm/Evict,,0.6,200,0.565,0.614028295000001,0.004123707412279061,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_evict/evict_r0.60_0715_1720,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.1,200,0.445,0.21221224999999994,0.008244677105890939,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.10_0715_1721,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.15,200,0.445,0.21235984499999994,0.007416146693524492,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.15_0715_1721,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.2,200,0.445,0.22872310999999995,0.004298580436229352,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.20_0715_1722,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.25,200,0.48,0.27697837,0.004620262725360611,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.25_0715_1722,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.3,200,0.505,0.32664266999999975,0.00417492606272808,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.30_0715_1723,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.35,200,0.49,0.3724487799999999,0.004051439853438543,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.35_0715_1723,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.4,200,0.5,0.42168596500000066,0.004123774042737145,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.40_0715_1723,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.5,200,0.52,0.5182822150000007,0.005257571281272685,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.50_0715_1724,nan,nan,,
pair2_llama32_same,countries,fairness_random,Random,,0.6,200,0.54,0.614028295000001,0.004123707412279061,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/fairness_random/random_r0.60_0715_1724,nan,nan,,
pair2_llama32_same,countries,coverage,B-ReKV,8,,200,0.53,0.27457085,0.0035509916086246406,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/countries/coverage/cov_t0.95_s0.75_w8_0715_1725,0.9175644150000006,0.07574066499999989,0.95,0.75
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.1,500,0.252,0.13573270600000012,0.007816132692841657,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.10_0715_1725,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.15,500,0.4,0.18028463400000033,0.002165808011974623,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.15_0715_1727,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.2,500,0.48,0.22856981600000012,0.0020347338621853842,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.20_0715_1729,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.25,500,0.518,0.2770024880000001,0.002193958249250637,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.25_0715_1730,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.3,500,0.582,0.32510808,0.002104243727549129,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.30_0715_1732,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.35,500,0.624,0.3732675119999996,0.002176947056505887,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.35_0715_1733,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.4,500,0.654,0.4212973079999996,0.0020901961939958644,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.40_0715_1735,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.5,500,0.666,0.5180235159999989,0.0026637246313324374,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.50_0715_1736,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_rekv,ReKV,8,0.6,500,0.682,0.6144171079999997,0.002090232592060947,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_rekv/rekv_w8_r0.60_0715_1738,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.1,500,0.22,0.13573270600000012,0.007816132692841657,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.10_0715_1739,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.15,500,0.32,0.18028463400000033,0.002165808011974623,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.15_0715_1741,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.2,500,0.436,0.22856981600000012,0.0020347338621853842,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.20_0715_1742,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.25,500,0.488,0.2770024880000001,0.002193958249250637,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.25_0715_1743,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.3,500,0.55,0.32510808,0.002104243727549129,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.30_0715_1744,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.35,500,0.578,0.3732675119999996,0.002176947056505887,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.35_0715_1745,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.4,500,0.626,0.4212973079999996,0.0020901961939958644,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.40_0715_1746,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.5,500,0.642,0.5180235159999989,0.0026637246313324374,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.50_0715_1747,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_evict,ValueNorm/Evict,,0.6,500,0.672,0.6144171079999997,0.002090232592060947,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_evict/evict_r0.60_0715_1748,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.1,500,0.2,0.13573270600000012,0.007816132692841657,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.10_0715_1749,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.15,500,0.252,0.18028463400000033,0.002165808011974623,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.15_0715_1751,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.2,500,0.294,0.22856981600000012,0.0020347338621853842,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.20_0715_1753,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.25,500,0.342,0.2770024880000001,0.002193958249250637,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.25_0715_1754,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.3,500,0.416,0.32510808,0.002104243727549129,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.30_0715_1755,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.35,500,0.46,0.3732675119999996,0.002176947056505887,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.35_0715_1757,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.4,500,0.516,0.4212973079999996,0.0020901961939958644,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.40_0715_1758,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.5,500,0.574,0.5180235159999989,0.0026637246313324374,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.50_0715_1759,nan,nan,,
pair2_llama32_same,hotpotqa,fairness_random,Random,,0.6,500,0.622,0.6144171079999997,0.002090232592060947,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/fairness_random/random_r0.60_0715_1800,nan,nan,,
pair2_llama32_same,hotpotqa,coverage,B-ReKV,8,,500,0.498,0.25603113600000005,0.017594168820677065,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/hotpotqa/coverage/cov_t0.95_s0.75_w8_0715_1801,0.927035092,0.03162959799999991,0.95,0.75
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.1,500,0.108,0.13216579600000006,0.0009471922554167347,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.10_0715_1803,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.15,500,0.18,0.18037393000000018,0.00093830813350776,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.15_0715_1805,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.2,500,0.22,0.2286281900000001,0.0009077209110760911,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.20_0715_1807,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.25,500,0.228,0.27676200599999984,0.0010306942958156172,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.25_0715_1809,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.3,500,0.24,0.32496392399999957,0.0009617476338658149,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.30_0715_1810,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.35,500,0.26,0.3732808999999997,0.0009535094853630744,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.35_0715_1812,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.4,500,0.292,0.421433094,0.0009434127242626107,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.40_0715_1814,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.5,500,0.33,0.5179089699999991,0.0011029668466593417,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.50_0715_1815,nan,nan,,
pair2_llama32_same,musique,fairness_rekv,ReKV,8,0.6,500,0.342,0.6142813059999989,0.0009434625735127237,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_rekv/rekv_w8_r0.60_0715_1817,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.1,500,0.066,0.13216579600000006,0.0009471922554167347,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.10_0715_1818,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.15,500,0.132,0.18037393000000018,0.00093830813350776,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.15_0715_1820,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.2,500,0.174,0.2286281900000001,0.0009077209110760911,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.20_0715_1822,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.25,500,0.21,0.27676200599999984,0.0010306942958156172,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.25_0715_1824,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.3,500,0.234,0.32496392399999957,0.0009617476338658149,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.30_0715_1825,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.35,500,0.254,0.3732808999999997,0.0009535094853630744,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.35_0715_1826,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.4,500,0.298,0.421433094,0.0009434127242626107,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.40_0715_1828,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.5,500,0.34,0.5179089699999991,0.0011029668466593417,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.50_0715_1829,nan,nan,,
pair2_llama32_same,musique,fairness_evict,ValueNorm/Evict,,0.6,500,0.38,0.6142813059999989,0.0009434625735127237,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_evict/evict_r0.60_0715_1830,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.1,500,0.044,0.13216579600000006,0.0009471922554167347,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.10_0715_1832,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.15,500,0.074,0.18037393000000018,0.00093830813350776,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.15_0715_1834,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.2,500,0.088,0.2286281900000001,0.0009077209110760911,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.20_0715_1836,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.25,500,0.122,0.27676200599999984,0.0010306942958156172,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.25_0715_1838,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.3,500,0.144,0.32496392399999957,0.0009617476338658149,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.30_0715_1840,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.35,500,0.178,0.3732808999999997,0.0009535094853630744,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.35_0715_1842,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.4,500,0.216,0.421433094,0.0009434127242626107,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.40_0715_1844,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.5,500,0.248,0.5179089699999991,0.0011029668466593417,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.50_0715_1845,nan,nan,,
pair2_llama32_same,musique,fairness_random,Random,,0.6,500,0.292,0.6142813059999989,0.0009434625735127237,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair2_llama32_same/musique/fairness_random/random_r0.60_0715_1847,nan,nan,,
